AÑO;MES;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;SECTOR;CATEGORIA;CO_IPRESS;RAZON_SOC;ID_PARTO;TIPO_PARTO;PARTOS_TOTAL;PARTOS_VIVOS;PARTOS_MUERTOS
2026;4;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;58;52;6
2026;4;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;4;4;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";1;VAGINAL;161;161;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;70;66;4
2026;3;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;3;3;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";1;VAGINAL;162;162;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;64;60;4
2026;5;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;6;6;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";1;VAGINAL;155;155;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;59;54;5
2026;1;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;6;6;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";1;VAGINAL;158;158;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;49;46;3
2026;2;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";2;CESAREA;10;10;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;MINSA;II-2;1;"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";1;VAGINAL;147;147;0
2026;5;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";2;CESAREA;98;98;0
2026;5;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";2;CESAREA;2;2;0
2026;5;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";1;VAGINAL;63;63;0
2026;5;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";1;VAGINAL;114;114;0
2026;4;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";2;CESAREA;80;80;0
2026;4;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";2;CESAREA;1;1;0
2026;4;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";1;VAGINAL;24;24;0
2026;4;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";1;VAGINAL;73;73;0
2026;3;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";2;CESAREA;72;72;0
2026;3;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";2;CESAREA;2;2;0
2026;3;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";1;VAGINAL;88;88;0
2026;3;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";1;VAGINAL;108;108;0
2026;2;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";2;CESAREA;27;27;1
2026;2;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";2;CESAREA;124;123;2
2026;2;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";1;VAGINAL;18;18;0
2026;2;160108;LORETO;MAYNAS;PUNCHANA;GOBIERNO REGIONAL;III-1;3;"HOSPITAL REGIONAL DE LORETO ""FELIPE SANTIAGO ARRIOLA IGLESIAS""";1;VAGINAL;62;62;1
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;5;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;3;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;1;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;2;160101;LORETO;MAYNAS;IQUITOS;GOBIERNO REGIONAL;I-4;7;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";1;VAGINAL;1;1;0
2026;4;160107;LORETO;MAYNAS;NAPO;GOBIERNO REGIONAL;II-1;66;HOSPITAL II-1 SANTA CLOTILDE;1;VAGINAL;7;7;0
2026;5;160107;LORETO;MAYNAS;NAPO;GOBIERNO REGIONAL;II-1;66;HOSPITAL II-1 SANTA CLOTILDE;1;VAGINAL;5;5;0
2026;2;160107;LORETO;MAYNAS;NAPO;GOBIERNO REGIONAL;II-1;66;HOSPITAL II-1 SANTA CLOTILDE;1;VAGINAL;8;8;0
2026;3;160107;LORETO;MAYNAS;NAPO;GOBIERNO REGIONAL;II-1;66;HOSPITAL II-1 SANTA CLOTILDE;1;VAGINAL;14;14;0
2026;1;160107;LORETO;MAYNAS;NAPO;GOBIERNO REGIONAL;II-1;66;HOSPITAL II-1 SANTA CLOTILDE;1;VAGINAL;5;5;0
2026;1;160605;LORETO;UCAYALI;SARAYACU;GOBIERNO REGIONAL;I-4;161;CENTRO DE SALUD I-4 JUANCITO DE SARAYACU;1;VAGINAL;3;3;0
2026;3;160606;LORETO;UCAYALI;VARGAS GUERRA;GOBIERNO REGIONAL;I-4;185;CENTRO DE SALUD I-4 ORELLANA;1;VAGINAL;11;11;0
2026;2;160606;LORETO;UCAYALI;VARGAS GUERRA;GOBIERNO REGIONAL;I-4;185;CENTRO DE SALUD I-4 ORELLANA;1;VAGINAL;17;17;0
2026;1;160606;LORETO;UCAYALI;VARGAS GUERRA;GOBIERNO REGIONAL;I-4;185;CENTRO DE SALUD I-4 ORELLANA;1;VAGINAL;9;9;0
2026;1;160205;LORETO;ALTO AMAZONAS;JEBEROS;GOBIERNO REGIONAL;I-3;191;C.S. I-3 JEBEROS;1;VAGINAL;4;4;0
2026;2;160205;LORETO;ALTO AMAZONAS;JEBEROS;GOBIERNO REGIONAL;I-3;191;C.S. I-3 JEBEROS;1;VAGINAL;6;6;0
2026;3;160205;LORETO;ALTO AMAZONAS;JEBEROS;GOBIERNO REGIONAL;I-3;191;C.S. I-3 JEBEROS;1;VAGINAL;6;6;0
2026;3;160205;LORETO;ALTO AMAZONAS;JEBEROS;GOBIERNO REGIONAL;I-1;192;P.S. I-1 BELLAVISTA DE JEBEROS;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;1;160205;LORETO;ALTO AMAZONAS;JEBEROS;GOBIERNO REGIONAL;I-1;192;P.S. I-1 BELLAVISTA DE JEBEROS;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160205;LORETO;ALTO AMAZONAS;JEBEROS;GOBIERNO REGIONAL;I-1;192;P.S. I-1 BELLAVISTA DE JEBEROS;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;3;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-4;193;C.S. I-4 LAGUNAS;1;VAGINAL;9;9;0
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-4;193;C.S. I-4 LAGUNAS;1;VAGINAL;6;6;0
2026;4;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-4;193;C.S. I-4 LAGUNAS;1;VAGINAL;9;9;0
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-4;193;C.S. I-4 LAGUNAS;1;VAGINAL;6;6;0
2026;1;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-4;193;C.S. I-4 LAGUNAS;1;VAGINAL;7;7;0
2026;3;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;194;P.S. I-1 PUCACURO DE LAGUNAS;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;194;P.S. I-1 PUCACURO DE LAGUNAS;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;4;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;194;P.S. I-1 PUCACURO DE LAGUNAS;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;194;P.S. I-1 PUCACURO DE LAGUNAS;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;1;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;194;P.S. I-1 PUCACURO DE LAGUNAS;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;3;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;195;P.S. I-1 PUERTO VICTORIA;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;195;P.S. I-1 PUERTO VICTORIA;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;4;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;195;P.S. I-1 PUERTO VICTORIA;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;195;P.S. I-1 PUERTO VICTORIA;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;1;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;195;P.S. I-1 PUERTO VICTORIA;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;3;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;196;P.S. I-1 ARAHUANTE;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;4;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;196;P.S. I-1 ARAHUANTE;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;196;P.S. I-1 ARAHUANTE;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;196;P.S. I-1 ARAHUANTE;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;1;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;196;P.S. I-1 ARAHUANTE;1;VAGINAL;2;2;0
2026;3;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;197;P.S. I-1 BARRIO CENTRAL;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;4;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;197;P.S. I-1 BARRIO CENTRAL;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;197;P.S. I-1 BARRIO CENTRAL;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;197;P.S. I-1 BARRIO CENTRAL;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;1;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;197;P.S. I-1 BARRIO CENTRAL;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;3;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;199;P.S. I-1 NUEVO MUNDO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;199;P.S. I-1 NUEVO MUNDO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;4;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;199;P.S. I-1 NUEVO MUNDO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;199;P.S. I-1 NUEVO MUNDO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;1;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;199;P.S. I-1 NUEVO MUNDO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;3;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;200;P.S. I-1 HUANCAYO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;200;P.S. I-1 HUANCAYO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;4;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;200;P.S. I-1 HUANCAYO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;2;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;200;P.S. I-1 HUANCAYO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;1;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;200;P.S. I-1 HUANCAYO;NE_0002;NE_0002;NE_0002;NE_0002;NE_0002
2026;3;160206;LORETO;ALTO AMAZONAS;LAGUNAS;GOBIERNO REGIONAL;I-1;201;P.S. I-1 TAMARATE;1;VAGINAL;3;3;0
